review_id,review_score,review_description,product_id,buyer_id
RV00622,9.9,Good,PR00770,BU00672
RV00623,7.9,So so,PR00755,BU00324
RV00624,5.8,Poor,PR00329,BU00959
RV00625,1.7,natural,PR00287,BU00829
RV00626,1.8,So so,PR00515,BU00764
RV00627,8.3,So so,PR00807,BU00593
RV00628,2.3,Good,PR00756,BU00072
RV00629,2.2,Bad,PR00791,BU00173
RV00630,8.8,Perfect,PR00535,BU00478
RV00631,7.2,Perfect,PR00138,BU00510
RV00632,7.7,Perfect,PR00996,BU00390
RV00633,3.3,Perfect,PR00497,BU00127
RV00634,2.2,Bad,PR00289,BU00693
RV00635,5,Good,PR00550,BU00260
RV00636,3,Perfect,PR00383,BU00456
RV00637,2.5,Bad,PR00154,BU00818
RV00638,4.7,Good,PR00001,BU00062
RV00639,7,Bad,PR00185,BU00386
RV00640,8.8,natural,PR00084,BU00686
RV00641,3.7,Poor,PR00091,BU00919
RV00642,7.1,Good,PR00846,BU00695
RV00643,6.7,Bad,PR00862,BU00506
RV00644,1.7,Poor,PR00910,BU00462
RV00645,6.1,Bad,PR00608,BU00634
RV00646,7,Perfect,PR00630,BU00072
RV00647,8.4,So so,PR00050,BU00429
RV00648,8.7,Perfect,PR00144,BU00289
RV00649,7.8,Bad,PR00254,BU00511
RV00650,8.2,Perfect,PR00646,BU00067
RV00651,4.3,Perfect,PR00254,BU00484
RV00652,5.6,Bad,PR00260,BU00479
RV00653,1.2,Perfect,PR00144,BU00942
RV00654,8.3,natural,PR00690,BU00536
RV00655,2.7,Bad,PR00609,BU00767
RV00656,8.5,natural,PR00712,BU00429
RV00657,9.4,Bad,PR00188,BU00769
RV00658,4.3,Good,PR00845,BU00914
RV00659,1.5,natural,PR00109,BU00414
RV00660,2.8,Good,PR00141,BU00072
RV00661,2,Perfect,PR00791,BU00922
RV00662,2.6,Perfect,PR00526,BU00403
RV00663,4.9,Perfect,PR00972,BU00918
RV00664,3.9,So so,PR00226,BU00235
RV00665,1.2,Bad,PR00385,BU00595
RV00666,5.9,Poor,PR00461,BU00882
RV00667,2.6,So so,PR00318,BU00992
RV00668,9.5,natural,PR00095,BU00671
RV00669,2.8,Poor,PR00916,BU00081
RV00670,8.1,So so,PR00723,BU00379
RV00671,5.8,Perfect,PR00508,BU00456
RV00672,8.4,Poor,PR00706,BU00316
RV00673,5.7,Good,PR00233,BU00989
RV00674,2.2,Good,PR00677,BU00043
RV00675,2.2,Good,PR00221,BU00167
RV00676,5.6,Poor,PR00823,BU00867
RV00677,1.2,So so,PR00200,BU00276
RV00678,8.3,Perfect,PR00712,BU00839
RV00679,1.7,Perfect,PR00543,BU00044
RV00680,7.4,Perfect,PR00282,BU00143
RV00681,6.3,Good,PR00207,BU00181
RV00682,2.2,Bad,PR00936,BU00842
RV00683,3.4,Poor,PR00188,BU00853
RV00684,5.4,Good,PR00013,BU00794
RV00685,3.1,natural,PR00681,BU00900
RV00686,5.5,Good,PR00584,BU00853
RV00687,1.4,Perfect,PR00202,BU00518
RV00688,8.2,natural,PR00933,BU00855
RV00689,7,Bad,PR00166,BU00596
RV00690,8.4,So so,PR00743,BU00276
RV00691,1.9,Poor,PR00392,BU00376
RV00692,9.1,Good,PR00136,BU00311
RV00693,5.7,Good,PR00478,BU00123
RV00694,6.8,Bad,PR00166,BU00612
RV00695,8,natural,PR00070,BU00977
RV00696,9.1,So so,PR00027,BU00315
RV00697,9.2,Good,PR00485,BU00660
RV00698,8.9,Perfect,PR00329,BU00698
RV00699,1.2,So so,PR00589,BU00748
RV00700,6.6,So so,PR00939,BU00961
RV00701,2.8,Bad,PR00088,BU00325
RV00702,1.1,Perfect,PR00633,BU00786
RV00703,7.2,natural,PR00614,BU00061
RV00704,5.7,Bad,PR00510,BU00526
RV00705,7,Good,PR00042,BU00689
RV00706,7,Good,PR00599,BU00924
RV00707,1.2,So so,PR00984,BU00059
RV00708,1.7,Poor,PR00605,BU00932
RV00709,9.5,Poor,PR00379,BU00069
RV00710,5.3,So so,PR00198,BU00601
RV00711,8.6,So so,PR00567,BU00853
RV00712,2.1,Good,PR00837,BU00752
RV00713,9.2,Perfect,PR00311,BU00371
RV00714,3.9,Bad,PR00003,BU00544
RV00715,7.5,Perfect,PR00489,BU00573
RV00716,7.3,Bad,PR00801,BU00484
RV00717,9,Poor,PR00661,BU00285
RV00718,3.6,Bad,PR00652,BU00668
RV00719,1.5,So so,PR00703,BU00116
RV00720,9.3,Bad,PR00007,BU00941
RV00721,5,Good,PR00069,BU00604
RV00722,2.4,Good,PR00266,BU00590
RV00723,6.1,Bad,PR00941,BU00328
RV00724,8.8,Poor,PR00086,BU00580
RV00725,1.2,Poor,PR00454,BU00503
RV00726,2.2,Good,PR00810,BU00859
RV00727,2.7,Perfect,PR00703,BU00787
RV00728,9.9,Poor,PR00284,BU00291
RV00729,2.6,Poor,PR00450,BU00670
RV00730,3.7,Bad,PR00110,BU00995
RV00731,6,So so,PR00103,BU00326
RV00732,5.9,Bad,PR00415,BU00668
RV00733,9.1,natural,PR00848,BU00294
RV00734,2.3,Perfect,PR00130,BU00746
RV00735,4.6,natural,PR00053,BU00923
RV00736,8.9,So so,PR00459,BU00074
RV00737,4.8,Poor,PR00386,BU00034
RV00738,1.4,Perfect,PR00409,BU00469
RV00739,1.3,natural,PR00501,BU00604
RV00740,5,So so,PR00684,BU00873
RV00741,5.6,Poor,PR00575,BU00286
RV00742,2.8,Bad,PR00046,BU00408
RV00743,2,natural,PR00157,BU00557
RV00744,2.6,So so,PR00753,BU00046
RV00745,8.9,Bad,PR00654,BU00230
RV00746,6.4,Good,PR00401,BU00738
RV00747,9.1,Perfect,PR00433,BU00779
RV00748,2.9,Poor,PR00569,BU00034
RV00749,2.3,So so,PR00161,BU00380
RV00750,9.5,So so,PR00809,BU00630
RV00751,7.4,Good,PR00123,BU00127
RV00752,5.4,Bad,PR00700,BU00055
RV00753,5.4,Poor,PR00054,BU00629
RV00754,5.6,Good,PR00904,BU00279
RV00755,6.1,Bad,PR00691,BU00867
RV00756,5.3,Bad,PR00115,BU00337
RV00757,5.5,So so,PR00817,BU00051
RV00758,7.7,Poor,PR00853,BU00779
RV00759,9.4,So so,PR00889,BU00446
RV00760,7.5,Bad,PR00618,BU00682
RV00761,2.7,Perfect,PR00462,BU00060
RV00762,4.7,Bad,PR00665,BU00971
RV00763,5.5,Perfect,PR00841,BU00440
RV00764,7.9,Bad,PR00793,BU00499
RV00765,4.4,Poor,PR00910,BU00866
RV00766,5.9,So so,PR00989,BU00900
RV00767,4.5,So so,PR00658,BU00387
RV00768,9.2,Good,PR00508,BU00029
RV00769,1.6,natural,PR00769,BU00561
RV00770,2.7,Poor,PR00274,BU00326
RV00771,9.8,Poor,PR00101,BU00453
RV00772,9.2,So so,PR00016,BU00736
RV00773,5.7,natural,PR00177,BU00586
RV00774,7.7,Poor,PR00948,BU00805
RV00775,7.8,Bad,PR00812,BU00735
RV00776,2.1,natural,PR00483,BU00987
RV00777,8.7,Poor,PR00955,BU00750
RV00778,4.3,So so,PR00295,BU00208
RV00779,6,So so,PR00155,BU00291
RV00780,9.8,Perfect,PR00321,BU00984
RV00781,3.9,natural,PR00039,BU00495
RV00782,1.7,So so,PR00075,BU00210
RV00783,7.8,Poor,PR00758,BU00891
RV00784,7.5,Good,PR00071,BU00586
RV00785,10,natural,PR00802,BU00570
RV00786,3.9,Perfect,PR00514,BU00189
RV00787,3.9,Poor,PR00451,BU00866
RV00788,4.5,Poor,PR00689,BU00092
RV00789,3.9,Good,PR00650,BU00825
RV00790,2.1,So so,PR00185,BU00173
RV00791,7,natural,PR00388,BU00370
RV00792,4.6,So so,PR00994,BU00278
RV00793,9.6,Good,PR00001,BU00432
RV00794,2.2,Perfect,PR00489,BU00975
RV00795,1.6,natural,PR00815,BU00819
RV00796,8.1,So so,PR00746,BU00971
RV00797,2.8,Good,PR00564,BU00408
RV00798,3.7,natural,PR00890,BU00409
RV00799,9.3,Poor,PR00109,BU00288
RV00800,3.6,Good,PR00267,BU00250
RV00801,8.6,Good,PR00659,BU00973
RV00802,5.6,Bad,PR00785,BU00538
RV00803,2.7,Poor,PR00438,BU00146
RV00804,6.8,Perfect,PR00786,BU00902
RV00805,2.8,Bad,PR00146,BU00935
RV00806,3.9,Perfect,PR00923,BU00227
RV00807,8.4,natural,PR00619,BU00278
RV00808,8.7,So so,PR00715,BU00110
RV00809,3,Good,PR00457,BU00973
RV00810,2.7,Poor,PR00574,BU00880
RV00811,7.9,Bad,PR00552,BU00829
RV00812,3.2,Poor,PR00869,BU00500
RV00813,8.8,Good,PR00099,BU00458
RV00814,6,Perfect,PR00233,BU00155
RV00815,9.2,Perfect,PR00876,BU00523
RV00816,7,natural,PR00260,BU00544
RV00817,9.9,Bad,PR00964,BU00155
RV00818,9.1,Bad,PR00497,BU00584
RV00819,2.8,So so,PR00370,BU00257
RV00820,8.7,Good,PR00443,BU00037
RV00821,5.4,Poor,PR00756,BU00995
RV00822,6.2,Good,PR00908,BU00523
RV00823,8.2,So so,PR00959,BU00851
RV00824,5.7,Poor,PR00569,BU00807
RV00825,3.9,natural,PR00858,BU00883
RV00826,9.2,Poor,PR00960,BU00560
RV00827,4.7,Good,PR00098,BU00544
RV00828,1,Perfect,PR00232,BU00105
RV00829,4,Poor,PR00986,BU00388
RV00830,2.2,natural,PR00193,BU00539
RV00831,7.2,Bad,PR00748,BU00085
RV00832,8.6,Bad,PR00915,BU00113
RV00833,7.6,Perfect,PR00066,BU00024
RV00834,5.4,So so,PR00262,BU00653
RV00835,3.7,natural,PR00087,BU00018
RV00836,7.4,Poor,PR00347,BU00844
RV00837,1.3,Bad,PR00871,BU00780
RV00838,2.2,natural,PR00148,BU00647
RV00839,8.6,Perfect,PR00630,BU00083
RV00840,3.6,Poor,PR00350,BU00312
RV00841,5.2,Bad,PR00067,BU00448
RV00842,1.4,natural,PR00225,BU00011
RV00843,1.8,Perfect,PR00441,BU00487
RV00844,7.3,Bad,PR00850,BU00197
RV00845,7.7,So so,PR00519,BU00343
RV00846,4.6,Perfect,PR00723,BU00208
RV00847,5.3,Poor,PR00656,BU00167
RV00848,6.4,Bad,PR00529,BU00416
RV00849,9.2,So so,PR00868,BU00952
RV00850,5.6,Perfect,PR00232,BU00390
RV00851,6,Perfect,PR00660,BU00066
RV00852,3.2,Perfect,PR00249,BU00930
RV00853,7.7,Perfect,PR00640,BU00139
RV00854,5.4,Perfect,PR00298,BU00772
RV00855,5.9,Good,PR00855,BU00874
RV00856,8.6,So so,PR00796,BU00847
RV00857,7.9,So so,PR00405,BU00587
RV00858,2,Poor,PR00828,BU00792
RV00859,3,Good,PR00105,BU00651
RV00860,5.3,So so,PR00630,BU00378
RV00861,1.4,Good,PR00773,BU00237
RV00862,7.7,natural,PR00958,BU00497
RV00863,1.4,So so,PR00639,BU00232
RV00864,8.1,Good,PR00370,BU00488
RV00865,8.4,natural,PR00375,BU00667
RV00866,1.4,natural,PR00311,BU00097
RV00867,3.3,Perfect,PR00387,BU00354
RV00868,1.9,Good,PR00420,BU00141
RV00869,3.1,Poor,PR00284,BU00471
RV00870,7.9,Poor,PR00048,BU00482
RV00871,2.2,Perfect,PR00490,BU00988
RV00872,8.4,Good,PR00731,BU00894
RV00873,7.4,natural,PR00750,BU00930
RV00874,7.7,Good,PR00948,BU00613
RV00875,2.5,Poor,PR00969,BU00453
RV00876,7.3,Poor,PR00982,BU00209
RV00877,8,So so,PR00521,BU00464
RV00878,4.7,natural,PR00794,BU00063
RV00879,1.1,Poor,PR00376,BU00494
RV00880,5.2,Poor,PR00551,BU00262
RV00881,5,Bad,PR00473,BU00642
RV00882,2.2,Good,PR00752,BU00688
RV00883,1.9,Poor,PR00562,BU00689
RV00884,1.4,Poor,PR00540,BU00233
RV00885,7.8,Poor,PR00749,BU00798
RV00886,4.1,Bad,PR00015,BU00345
RV00887,7.3,Perfect,PR00579,BU00178
RV00888,6,natural,PR00775,BU00994
RV00889,5.3,natural,PR00109,BU00620
RV00890,5.6,Bad,PR00959,BU00800
RV00891,4.7,Poor,PR00125,BU00971
RV00892,6.8,Good,PR00123,BU00912
RV00893,1.1,Poor,PR00752,BU00458
RV00894,2.1,Perfect,PR00221,BU00519
RV00895,6.4,natural,PR00882,BU00805
RV00896,8.5,Bad,PR00698,BU00967
RV00897,4,Poor,PR00422,BU00440
RV00898,7.2,Bad,PR00628,BU00790
RV00899,8.6,natural,PR00538,BU00798
RV00900,1.6,natural,PR00540,BU00732
RV00901,1.6,natural,PR00217,BU00935
RV00902,6.1,So so,PR00635,BU00737
RV00903,7.8,Perfect,PR00309,BU00962
RV00904,4.4,Good,PR00119,BU00852
RV00905,6.6,Good,PR00167,BU00336
RV00906,2.7,Poor,PR00024,BU00137
RV00907,4.1,Perfect,PR00265,BU00974
RV00908,5.7,So so,PR00571,BU00512
RV00909,2.7,natural,PR00294,BU00603
RV00910,1.1,Poor,PR00904,BU00581
RV00911,8.2,Good,PR00852,BU00455
RV00912,7.1,Perfect,PR00952,BU00076
RV00913,7.5,natural,PR00575,BU00536
RV00914,4.6,Bad,PR00682,BU00455
RV00915,7.1,Perfect,PR00570,BU00433
RV00916,1.7,Good,PR00877,BU00491
RV00917,9.6,Good,PR00954,BU00265
RV00918,3.9,Bad,PR00565,BU00426
RV00919,7.9,So so,PR00882,BU00570
RV00920,2.2,Poor,PR00861,BU00275
RV00921,3.4,Good,PR00300,BU00041
RV00922,4.7,Poor,PR00328,BU00590
RV00923,3.4,Perfect,PR00106,BU00226
RV00924,4.7,So so,PR00331,BU00927
RV00925,3.3,Good,PR00021,BU00986
RV00926,2.2,Perfect,PR00522,BU00207
RV00927,4.4,Poor,PR00181,BU00380
RV00928,4.3,natural,PR00780,BU00343
RV00929,2.3,natural,PR00823,BU00113
RV00930,5.1,Bad,PR00058,BU00015
RV00931,2.2,Bad,PR00944,BU00011
RV00932,8.4,Good,PR00753,BU00429
RV00933,5.6,Bad,PR00014,BU00598
RV00934,6.7,natural,PR00087,BU00405
RV00935,2.6,Good,PR00792,BU00542
RV00936,2.7,Poor,PR00420,BU00412
RV00937,4,So so,PR00571,BU00950
RV00938,4.9,Bad,PR00433,BU00404
RV00939,4.1,So so,PR00351,BU00583
RV00940,5.3,natural,PR00271,BU00493
RV00941,5.2,Good,PR00170,BU00500
RV00942,2.9,Poor,PR00365,BU00252
RV00943,1.9,natural,PR00126,BU00281
RV00944,4.7,So so,PR00100,BU00382
RV00945,1.6,So so,PR00257,BU00333
RV00946,6.2,So so,PR00411,BU00558
RV00947,7.2,Poor,PR00896,BU00289
RV00948,1.3,Perfect,PR00776,BU00970
RV00949,8.2,Poor,PR00285,BU00640
RV00950,4.9,natural,PR00013,BU00481
RV00951,2.6,natural,PR00015,BU00491
RV00952,2.3,Bad,PR00507,BU00817
RV00953,1.2,Bad,PR00189,BU00223
RV00954,7.2,Good,PR00264,BU00092
RV00955,8.6,Good,PR00684,BU00373
RV00956,2.4,Bad,PR00195,BU00433
RV00957,3.5,Bad,PR00248,BU00797
RV00958,8.1,Good,PR00674,BU00116
RV00959,8.4,Poor,PR00651,BU00155
RV00960,1.6,So so,PR00230,BU00335
RV00961,7.8,Good,PR00556,BU00575
RV00962,9.2,Perfect,PR00896,BU00537
RV00963,2.2,Perfect,PR00807,BU00576
RV00964,6.6,natural,PR00561,BU00670
RV00965,9,Poor,PR00390,BU00555
RV00966,9,So so,PR00596,BU00118
RV00967,2.4,Bad,PR00611,BU00524
RV00968,5.4,Poor,PR00165,BU00825
RV00969,9.3,Perfect,PR00946,BU00877
RV00970,6.8,natural,PR00224,BU00783
RV00971,3.2,Bad,PR00299,BU00561
RV00972,2.5,So so,PR00095,BU00771
RV00973,1.6,So so,PR00042,BU00585
RV00974,4.2,Poor,PR00247,BU00905
RV00975,5.3,natural,PR00405,BU00734
RV00976,5.6,Poor,PR00144,BU00088
RV00977,2.7,Poor,PR00596,BU00149
RV00978,8.8,Perfect,PR00531,BU00002
RV00979,5.3,Perfect,PR00193,BU00973
RV00980,6.4,Bad,PR00775,BU00537
RV00981,8.4,Good,PR00921,BU00124
RV00982,6.2,Bad,PR00945,BU00034
RV00983,9.2,Good,PR00230,BU00825
RV00984,3.1,Perfect,PR00377,BU00754
RV00985,9.1,Bad,PR00129,BU00428
RV00986,3.5,So so,PR00941,BU00472
RV00987,7.8,natural,PR00467,BU00199
RV00988,9.8,Perfect,PR00112,BU00179
RV00989,8,So so,PR00221,BU00774
RV00990,2.7,Good,PR00791,BU00589
RV00991,5.9,Perfect,PR00886,BU00331
RV00992,2,So so,PR00556,BU00568
RV00993,3.7,So so,PR00785,BU00980
RV00994,6.4,Perfect,PR00447,BU00969
RV00995,3.4,Good,PR00973,BU00158
RV00996,2.3,Poor,PR00118,BU00535
RV00997,4.7,natural,PR00543,BU00001
RV00998,1.2,Perfect,PR00446,BU00048
RV00999,7.6,Bad,PR00035,BU00897
RV01000,1.6,So so,PR00736,BU00405
