"address_id","house_number","house_name","street","city","county","post_code","Address_ID"
5254837039,1060,"The Cube","Barons Court Road","Nottingham","Derbyshire","DN1 3AA","AD00476"
2966422491,1412,"The Triangle","Kensington Palace Gardens","Bradford","South Yorkshire","SR1 1AA","AD00477"
9424141483,1437,"Deansgate Quays","Randolph Crescent","Gloucester","Hertfordshire","OX1 1AA","AD00478"
4301609628,1217,"Mayfield","Elgin Avenue","Sunderland","Northamptonshire","SP1 2AA","AD00479"
7719227174,58,"The Broadway","Wimbledon Park Road","Stoke-on-Trent","Merseyside","BN1 2AA","AD00480"
8487193714,1007,"The Workstation","Thornhill Road","Oxford","West Sussex","WV1 2AA","AD00481"
2606403371,372,"Spinningfields Tower","Barons Court Road","Rochdale","Cheshire","CB1 2AA","AD00482"
5371519769,822,"Blackburn Mall","Marylebone High Street","Newcastle upon Tyne","Suffolk","DY1 2AA","AD00483"
6645613547,17,"Cathedral Quarter","Weltjie Road","Carlisle","Greater London","M1 2AA","AD00484"
6996389887,164,"Kelham Island","Margravine Road","Northampton","Essex","LS1 2AA","AD00485"
7035108750,1245,"The Ruskin","Barnsbury Road","Luton","Lincolnshire","ST1 1AA","AD00486"
2203135638,1101,"Chapelfield Road","Barnsbury Road","Wolverhampton","Suffolk","HU1 1AA","AD00487"
8573649976,672,"The Curve","Kensington Palace Gardens","Lincoln","East Riding of Yorkshire","OL1 1AA","AD00488"
7311050448,918,"The Sands","Lauderdale Road","Middlesbrough","Derbyshire","BH1 3AA","AD00489"
4185201176,1288,"Velocity Apartments","Parsons Green Lane","Rochdale","West Sussex","DN1 3AA","AD00490"
3507439204,343,"The Big One Apartments","Highbury Fields","Blackpool","Gloucestershire","PL1 2AA","AD00491"
3085192050,1279,"The Barbican","Askew Road","Southampton","South Yorkshire","SR1 3AA","AD00492"
6700868017,1234,"Velocity Apartments","Gillespie Road","Norwich","Worcestershire","BS1 1AA","AD00493"
6050806268,526,"Tombland","Addison Road","Bournemouth","Cheshire","WD1 3AA","AD00494"
9046644154,357,"Mayfield","Chipping Norton Street","Lincoln","Greater Manchester","LN1 3AA","AD00495"
1875927840,914,"Xscape MK","Askew Road","Sunderland","East Sussex","MK1 3AA","AD00496"
8363247596,948,"The Leverton","Barnsbury Road","Southampton","East Sussex","CR1 2AA","AD00497"
4482646253,417,"Edgbaston Park","Parsons Green Lane","Chester","West Sussex","GL1 3AA","AD00498"
673681491,1188,"The Quays","Park Avenue Road","Gloucester","Greater Manchester","BL1 1AA","AD00499"
9916394938,568,"Cassiobury Park","Canonbury Grove","Nottingham","West Midlands","BD1 3AA","AD00500"
6254286750,887,"The Residence","Lauderdale Road","York","Hertfordshire","MK1 1AA","AD00501"
4533801463,315,"The Park","Gillespie Road","Lincoln","Northumberland","SO1 3AA","AD00502"
3829417675,1285,"The Barbican","The Crescent","Blackpool","Cheshire","SN1 2AA","AD00503"
9974916097,1486,"The Maltings","Park Avenue Road","Southampton","Greater Manchester","RG1 3AA","AD00504"
309116953,1201,"Northern Spire","The Crescent","Manchester","Merseyside","WF1 1AA","AD00505"
9035809335,613,"Brudenell Road","Parsons Green Lane","York","East Riding of Yorkshire","MK1 3AA","AD00506"
2207339807,438,"Etruria Works","Weltjie Road","Watford","Oxfordshire","SN1 3AA","AD00507"
7587805699,900,"The Brunel Centre","Bramerton Street","Bolton","Worcestershire","DN1 2AA","AD00508"
8573676140,131,"The Broadway","Lyttelton Road","Liverpool","West Midlands","NN1 2AA","AD00509"
5925378598,997,"Velocity Apartments","Alverstone Street","Brighton","Dorset","CR1 3AA","AD00510"
7096058079,127,"Linthorpe Road","Church Street","Portsmouth","Kent","PL1 1AA","AD00511"
3850827488,1466,"The Silk Mill","Bloomsbury Square","Leicester","Gloucestershire","PE1 3AA","AD00512"
2938079699,840,"Rochdale Exchange","Park Avenue Road","Blackburn","Bristol","M1 3AA","AD00513"
933427808,1316,"Edgbaston Park","Lyttelton Road","Northampton","Nottinghamshire","OL1 2AA","AD00514"
1001138236,1273,"Forster Square Apartments","Alverstone Street","Luton","Warwickshire","LS1 1AA","AD00515"
7246046194,27,"The Ascent","Barons Court Road","Milton Keynes","Bedfordshire","DE1 2AA","AD00516"
3729986295,652,"The Mander Centre","Park Avenue Road","Brighton","Staffordshire","EX1 3AA","AD00517"
4410017446,263,"The Silk Mill","Lauderdale Road","Manchester","Greater London","CB1 1AA","AD00518"
3063859397,1495,"The Sands","Marylebone High Street","Blackpool","East Sussex","NG1 2AA","AD00519"
6612926589,221,"The Lexington","Canonbury Grove","Watford","Hampshire","CH1 1AA","AD00520"
9114643111,485,"Bournville Wharf","Alverstone Street","Doncaster","Wiltshire","MK1 1AA","AD00521"
9018114618,649,"Broadgate","Kensington Palace Gardens","Watford","Gloucestershire","LE1 3AA","AD00522"
1845306333,765,"Regent Street","Barnsbury Road","Doncaster","East Riding of Yorkshire","CB1 2AA","AD00523"
9634702953,322,"Moda Living","Randolph Crescent","Leicester","Bedfordshire","SO1 2AA","AD00524"
497769719,1468,"The Rufus Centre","Alverstone Street","Dudley","Hertfordshire","CH1 3AA","AD00525"
756021707,171,"The Elements","Fitzroy Square","Exeter","South Yorkshire","CA1 1AA","AD00526"
4751642928,489,"Trinity Walk","Park Avenue Road","Manchester","Cheshire","GL1 1AA","AD00527"
4392523187,17,"Rivergate","Barnsbury Road","Oxford","East Riding of Yorkshire","DN1 1AA","AD00528"
6148746875,552,"The Unity Building","Randolph Crescent","Middlesbrough","Northumberland","NN1 2AA","AD00529"
2661278001,834,"Waterfront","Addison Road","Milton Keynes","Gloucestershire","PE1 1AA","AD00530"
3228163024,735,"The Close","Chipping Norton Street","Crawley","Kent","NR1 1AA","AD00531"
542367262,1359,"The Curve","Chipping Norton Street","Liverpool","Cambridgeshire","NN1 1AA","AD00532"
9390013739,302,"The Leverton","Highbury Fields","Wakefield","Gloucestershire","PE1 3AA","AD00533"
4012819747,171,"Linthorpe Road","Canonbury Grove","Kingston upon Hull","Devon","S1 3AA","AD00534"
5704228089,1252,"The Outlet Swindon","Elgin Avenue","Southampton","Essex","BD1 1AA","AD00535"
5266072717,52,"Friargate","Lyttelton Road","Newcastle upon Tyne","Greater London","OX1 3AA","AD00536"
4090568668,1164,"Church Wharf","Alverstone Street","Exeter","Derbyshire","NN1 2AA","AD00537"
6313082869,1140,"Bournville Wharf","Randolph Crescent","Bournemouth","Wiltshire","LE1 3AA","AD00538"
847907716,1419,"The Light","Park Avenue Road","Blackburn","Surrey","WV1 2AA","AD00539"
1846376343,1269,"The Forbury","Marylebone High Street","Sheffield","Isle of Wight","M1 2AA","AD00540"
9482151232,1235,"Rochdale Exchange","Randolph Crescent","Bournemouth","Hertfordshire","ST1 2AA","AD00541"
4640475586,1135,"Friar Street","Addison Road","Reading","Dorset","DE1 3AA","AD00542"
1992019053,1350,"The Rufus Centre","Highbury Fields","Newcastle upon Tyne","Cheshire","FY1 2AA","AD00543"
7495428708,617,"The Big One Apartments","Barnsbury Road","Derby","Northumberland","MK1 1AA","AD00544"
2310715433,1325,"Spinningfields Tower","Randolph Crescent","York","East Riding of Yorkshire","SR1 3AA","AD00545"
861652525,950,"The Market Place","Margravine Road","Wakefield","Leicestershire","LS1 2AA","AD00546"
8695807142,581,"Manchester One","Askew Road","Lincoln","Lancashire","NG1 2AA","AD00547"
6034676541,1140,"The Quadrant","Lyttelton Road","Leeds","Durham","OX1 3AA","AD00548"
7160060431,764,"The Waterfront","Gillespie Road","Oxford","Cumbria","YO1 1AA","AD00549"
2345614706,683,"The Strand","Park Avenue Road","Sheffield","East Riding of Yorkshire","BH1 1AA","AD00550"
4323784295,1106,"The Norwich Lanes","Weltjie Road","York","Cheshire","YO1 2AA","AD00551"
7618702624,513,"The Triangle","Randolph Crescent","Brighton","Rutland","DY1 1AA","AD00552"
2345194316,101,"Rivergate","Kensington Palace Gardens","Gloucester","Shropshire","LN1 1AA","AD00553"
589658123,923,"The Triangle","Weltjie Road","Luton","South Yorkshire","BS1 1AA","AD00554"
277161185,1039,"The Brewery Wharf","Gillespie Road","Rochdale","West Midlands","OX1 3AA","AD00555"
8358991916,631,"Mayfield","Wimbledon Park Road","Lincoln","Cheshire","FY1 3AA","AD00556"
3183690306,320,"The Barbican","Sutherland Avenue","Bristol","Lancashire","CA1 3AA","AD00557"
233333428,447,"The Oracle Centre","Gillespie Road","Southampton","Dorset","LS1 3AA","AD00558"
5587496082,234,"The Sands","Canonbury Grove","Kingston upon Hull","Buckinghamshire","DE1 3AA","AD00559"
1040233074,373,"Castlegate","Barnsbury Road","Dudley","Greater London","WF1 2AA","AD00560"
3829128185,484,"Crusader Court","Highbury Fields","Luton","Tyne and Wear","EX1 3AA","AD00561"
1180155777,729,"Cathedral Green","Chipping Norton Street","Kingston upon Hull","Bristol","LS1 1AA","AD00562"
7097111518,246,"Minster Court","Thornhill Road","Oxford","Kent","CA1 1AA","AD00563"
4610115492,81,"St. Annes Way","Askew Road","Leicester","Cambridgeshire","OL1 1AA","AD00564"
3926947705,1390,"Regent Street","Addison Road","Liverpool","Cheshire","ST1 2AA","AD00565"
3279604060,998,"Ropewalks","Margravine Road","Exeter","Hampshire","ST1 1AA","AD00566"
616577532,350,"Cassiobury Park","Bramerton Street","Newcastle upon Tyne","Northumberland","BH1 1AA","AD00567"
258686863,1215,"Highcross Leicester","The Crescent","Bolton","Tyne and Wear","OL1 3AA","AD00568"
8110711707,1014,"Cathedral Quarter","Barons Court Road","Plymouth","Staffordshire","PL1 1AA","AD00569"
6941237643,1078,"Cathedral Quarter","Margravine Road","Blackburn","Northumberland","ST1 1AA","AD00570"
7401831600,907,"The Assissi Apartments","Park Avenue Road","Chester","Rutland","LE1 1AA","AD00571"
3879983682,1389,"St Paul's Place","Park Avenue Road","Oxford","Oxfordshire","SR1 3AA","AD00572"
5823871163,1276,"The Lace House","Wilton Road","Salisbury","Herefordshire","CA1 3AA","AD00573"
2241227897,848,"Broadgate","Weltjie Road","Wolverhampton","Merseyside","CA1 2AA","AD00574"
131102613,124,"The Cube","Lyttelton Road","Norwich","Oxfordshire","OL1 2AA","AD00575"
5588928741,533,"Fossgate","Church Street","Wakefield","Nottinghamshire","BL1 1AA","AD00576"
6544935549,1299,"Trinity Walk","The Crescent","Crawley","Suffolk","MK1 1AA","AD00577"
9473150822,247,"Castle Quay Apartments","Alverstone Street","Brighton","Cornwall","NG1 2AA","AD00578"
9453401668,564,"Frenchgate Shopping Centre","Thornhill Road","Crawley","Lancashire","S1 3AA","AD00579"
4094544658,272,"The Ascent","Wilton Road","Peterborough","East Sussex","NR1 1AA","AD00580"
7379579827,1238,"The Harlequin","Notting Hill Gate","Exeter","Durham","BN1 3AA","AD00581"
7001536504,712,"Princesshay","Park Avenue Road","Manchester","Kent","WV1 2AA","AD00582"
6244942396,405,"The General Hospital Quarter","Church Street","Lincoln","Suffolk","WD1 3AA","AD00583"
5682413598,468,"The BH1 Apartments","Notting Hill Gate","Carlisle","Bristol","BH1 1AA","AD00584"
1746912782,983,"The Lumen","Wimbledon Park Road","Bristol","Cheshire","BN1 3AA","AD00585"
2448505594,1304,"Sovereign Square","Canonbury Grove","Norwich","West Sussex","CR1 1AA","AD00586"
4891156139,1333,"The Hive","Thornhill Road","Wakefield","Lancashire","FY1 2AA","AD00587"
3146725029,1100,"The Elements","Weltjie Road","Peterborough","West Yorkshire","EX1 2AA","AD00588"
3010144008,1145,"Guildhall Square","Barons Court Road","Bolton","Tyne and Wear","EX1 3AA","AD00589"
9354383238,82,"Rochdale Exchange","Church Street","Swindon","Merseyside","CA1 2AA","AD00590"
5833946123,1158,"Gunwharf Quays","Gillespie Road","Birmingham","Shropshire","RG1 2AA","AD00591"
6823971592,1393,"Brindleyplace","Church Street","Bradford","Tyne and Wear","SP1 2AA","AD00592"
9999453287,292,"Milkstone Road","Barons Court Road","Leicester","Wiltshire","FY1 1AA","AD00593"
3262425834,657,"The Custard Factory","Highbury Fields","Watford","Buckinghamshire","ST1 2AA","AD00594"
292825676,1274,"Cathedral Square","Margravine Road","Luton","West Midlands","LN1 3AA","AD00595"
5501356686,151,"Brayford Pool","Chipping Norton Street","Ipswich","Northumberland","OL1 1AA","AD00596"
5709606154,222,"Bournville Wharf","Barons Court Road","Doncaster","Gloucestershire","WV1 2AA","AD00597"
7642314132,1078,"Highcross Leicester","The Boltons","Carlisle","Hampshire","YO1 2AA","AD00598"
2856846114,1075,"City Walls","Marylebone High Street","Doncaster","Wiltshire","NG1 2AA","AD00599"
3592312472,10,"The Strand","Addison Road","Coventry","Warwickshire","LN1 1AA","AD00600"
9913203589,481,"The BH1 Apartments","Askew Road","Birmingham","Leicestershire","M1 3AA","AD00601"
9588802768,1011,"The Barbican","Sutherland Avenue","Reading","Greater London","TS1 3AA","AD00602"
2553249721,109,"Manchester One","Fitzroy Square","Doncaster","Gloucestershire","SO1 2AA","AD00603"
1272043363,751,"The Elements","Barnsbury Road","Lincoln","Essex","NN1 2AA","AD00604"
6644428746,1239,"St Paul's Place","Lyttelton Road","Oxford","City of London","YO1 1AA","AD00605"
2628033127,1006,"Quayside Quays","Thornhill Road","Middlesbrough","Staffordshire","BL1 2AA","AD00606"
2358618837,2,"The Beacon","Gillespie Road","Lincoln","West Yorkshire","LE1 1AA","AD00607"
7474143534,968,"The Lansdowne","Park Avenue Road","York","Lincolnshire","BH1 1AA","AD00608"
3285079568,806,"Abington Street","Wimbledon Park Road","Leeds","Cumbria","HU1 2AA","AD00609"
7988632590,669,"The Leverton","Wimbledon Park Road","Southampton","Berkshire","CA1 3AA","AD00610"
9917640541,853,"The Bridges","Canonbury Grove","Kingston upon Hull","Hertfordshire","WV1 3AA","AD00611"
8130820625,1458,"The Liver Building","Addison Road","Chester","Greater Manchester","B1 1AA","AD00612"
7132344811,36,"Princesshay","The Boltons","Sunderland","Hampshire","NN1 1AA","AD00613"
7668607137,1364,"Lakeside Village","Alverstone Street","Oxford","Warwickshire","YO1 2AA","AD00614"
4209294144,1139,"Rochdale Exchange","Fitzroy Square","Manchester","Isle of Wight","CH1 2AA","AD00615"
1704824788,1273,"The Maltings","Fitzroy Square","Salisbury","Berkshire","LN1 1AA","AD00616"
1798259400,436,"The Deep","The Crescent","Exeter","East Riding of Yorkshire","SP1 1AA","AD00617"
249250063,152,"Grand Arcade","Fitzroy Square","Dudley","Hampshire","HU1 1AA","AD00618"
5756828575,578,"City Park","Kensington Palace Gardens","Liverpool","Staffordshire","CV1 3AA","AD00619"
8217636613,1419,"Rivergate","Parsons Green Lane","Dudley","Greater Manchester","NN1 2AA","AD00620"
3905101394,809,"Fisherton Street","Randolph Crescent","Chester","West Sussex","NN1 1AA","AD00621"
1692190792,399,"The Cube","Marylebone High Street","Dudley","East Sussex","GL1 1AA","AD00622"
865982554,1220,"The Deep","Kensington Palace Gardens","Oxford","West Yorkshire","HU1 1AA","AD00623"
9542516959,721,"Porter Valley","Lyttelton Road","Ipswich","Berkshire","CH1 3AA","AD00624"
5309632751,1040,"Church Wharf","Highbury Fields","Birmingham","Northumberland","BN1 2AA","AD00625"
8860110505,1454,"Xscape MK","Marylebone High Street","Kingston upon Hull","City of London","PL1 1AA","AD00626"
4487382351,261,"Princesshay","Randolph Crescent","Manchester","Dorset","MK1 2AA","AD00627"
3614783405,890,"The Drapery","Church Street","Carlisle","Lincolnshire","WV1 2AA","AD00628"
7535667783,939,"Rochdale Exchange","Gillespie Road","Bolton","Suffolk","NN1 1AA","AD00629"
8524797169,1490,"The Sands","Addison Road","Bournemouth","Leicestershire","OX1 3AA","AD00630"
1899486089,700,"Christchurch Park Ipswich","Wimbledon Park Road","Exeter","Somerset","ST1 1AA","AD00631"
1588614727,782,"The Elements","Addison Road","Salisbury","East Riding of Yorkshire","NE1 2AA","AD00632"
1478334436,995,"Frenchgate Shopping Centre","Highbury Fields","Middlesbrough","Cheshire","TS1 3AA","AD00633"
458772518,367,"The Avenue","Wimbledon Park Road","Derby","Suffolk","NN1 3AA","AD00634"
7443817797,510,"The Bridges","Bramerton Street","Rochdale","Kent","MK1 2AA","AD00635"
3240637707,78,"Transporter Bridge Apartments","Parsons Green Lane","Brighton","South Yorkshire","SO1 2AA","AD00636"
8491523553,829,"Southgate Street","Chipping Norton Street","Gloucester","Cambridgeshire","FY1 2AA","AD00637"
6409604262,607,"Minster Court","Wimbledon Park Road","Gloucester","Oxfordshire","CR1 3AA","AD00638"
7727364622,989,"The Park","Weltjie Road","Oxford","Rutland","WV1 2AA","AD00639"
9871362900,904,"The Broadway","Randolph Crescent","Dudley","Kent","FY1 2AA","AD00640"
5290861939,1240,"Kelham Island","Parsons Green Lane","Liverpool","Hampshire","NN1 1AA","AD00641"
9961714849,452,"Trinity Leeds","Barons Court Road","Stoke-on-Trent","South Yorkshire","CA1 2AA","AD00642"
1856356841,38,"The Park","Church Street","Northampton","Wiltshire","ST1 2AA","AD00643"
9733336378,366,"The Promenade Apartments","Parsons Green Lane","Luton","Leicestershire","GL1 2AA","AD00644"
6550616069,1440,"Porter Valley","The Crescent","Bournemouth","West Sussex","IP1 2AA","AD00645"
6295104126,595,"Hadrian's Court","Highbury Fields","Newcastle upon Tyne","Nottinghamshire","WF1 2AA","AD00646"
7971086555,367,"Friar Street","Wimbledon Park Road","Rochdale","Rutland","BH1 1AA","AD00647"
3569146650,74,"The Broadway","Elgin Avenue","Southampton","Durham","CR1 3AA","AD00648"
225666499,821,"The Broadway","Thornhill Road","Gloucester","Leicestershire","BH1 2AA","AD00649"
4329768593,980,"Frenchgate Shopping Centre","Canonbury Grove","Sheffield","North Yorkshire","BS1 3AA","AD00650"
3577059060,893,"City Walls","Weltjie Road","Birmingham","Isle of Wight","WF1 1AA","AD00651"
8880477196,708,"The Lanes Apartments","The Boltons","Middlesbrough","Worcestershire","PL1 1AA","AD00652"
9709646273,642,"Tombland","Chipping Norton Street","Northampton","Lincolnshire","SR1 1AA","AD00653"
3157516973,1099,"Christchurch Park Ipswich","Addison Road","Carlisle","Buckinghamshire","ST1 2AA","AD00654"
3542247146,934,"The Ruskin","Wimbledon Park Road","Swindon","Northamptonshire","BL1 3AA","AD00655"
6381027894,428,"The Unity Building","Parsons Green Lane","Derby","Leicestershire","M1 2AA","AD00656"
4701035580,1407,"Mayfield","Notting Hill Gate","Ipswich","Isle of Wight","SN1 2AA","AD00657"
4375123206,797,"Minster Court","Chipping Norton Street","Bradford","Dorset","LN1 1AA","AD00658"
2026944288,1210,"Hampton","Highbury Fields","Liverpool","Norfolk","PE1 2AA","AD00659"
3821611375,457,"The Custard Factory","Gillespie Road","York","Herefordshire","CV1 1AA","AD00660"
2614378216,891,"Pride Park","Alverstone Street","Oxford","Lancashire","MK1 3AA","AD00661"
1055649492,1300,"The Norwich Lanes","Randolph Crescent","Manchester","Devon","B1 1AA","AD00662"
7025614130,1060,"The Lansdowne","Gillespie Road","Chester","Herefordshire","BN1 2AA","AD00663"
120053144,201,"The BH1 Apartments","The Crescent","Blackpool","East Riding of Yorkshire","LS1 1AA","AD00664"
8480784156,1393,"Tombland","Margravine Road","Oxford","Tyne and Wear","RG1 3AA","AD00665"
3632486859,466,"The Bridges","Wimbledon Park Road","Newcastle upon Tyne","Berkshire","SR1 3AA","AD00666"
1999426568,876,"The Potteries Shopping Centre","The Boltons","Sheffield","Wiltshire","WD1 1AA","AD00667"
8938975827,264,"Highcross Leicester","Kensington Palace Gardens","Wakefield","Gloucestershire","DE1 2AA","AD00668"
593428706,93,"The Brewery Wharf","Askew Road","Bolton","Oxfordshire","CB1 2AA","AD00669"
7137345921,1021,"The Sands","Gillespie Road","Doncaster","Somerset","BH1 1AA","AD00670"
7460423963,1318,"Spinningfields Tower","Margravine Road","Doncaster","Greater London","CH1 2AA","AD00671"
8816562250,71,"The Custard Factory","Sutherland Avenue","Lincoln","Oxfordshire","SP1 3AA","AD00672"
7496654035,1400,"Fisherton Street","Fitzroy Square","Manchester","North Yorkshire","MK1 1AA","AD00673"
2765636621,28,"Kirkgate","Kensington Palace Gardens","Southampton","Lancashire","WF1 3AA","AD00674"
4198642966,929,"The Exchange","Elgin Avenue","Stoke-on-Trent","Herefordshire","BD1 1AA","AD00675"
303896752,212,"Lace Market Wohnungen","Notting Hill Gate","Bradford","Cumbria","SO1 2AA","AD00676"
1861095112,302,"Kelham Island","Alverstone Street","Ipswich","Durham","FY1 1AA","AD00677"
783542895,821,"The Norwich Lanes","Wilton Road","Peterborough","Greater Manchester","LU1 3AA","AD00678"
154137898,298,"Blackburn Mall","Kensington Palace Gardens","Brighton","Merseyside","CR1 3AA","AD00679"
5894880750,215,"Crusader Court","Church Street","Doncaster","East Riding of Yorkshire","GL1 3AA","AD00680"
6713912788,1473,"The Brewery Wharf","Fitzroy Square","Leeds","Suffolk","BS1 3AA","AD00681"
4151407936,768,"The Sands","Askew Road","Bournemouth","East Sussex","BH1 2AA","AD00682"
8446488116,757,"XYZ Apartments","Barons Court Road","Oxford","Leicestershire","BN1 1AA","AD00683"
4406636471,749,"Edgbaston Park","Highbury Fields","Liverpool","Norfolk","CV1 2AA","AD00684"
8039698499,1435,"The Residence","Addison Road","Doncaster","Lincolnshire","CB1 1AA","AD00685"
5877549677,337,"Ropewalks","Parsons Green Lane","Liverpool","Gloucestershire","BS1 1AA","AD00686"
938029789,885,"Tombland","Kensington Palace Gardens","Liverpool","Gloucestershire","BD1 1AA","AD00687"
700371672,896,"The Park","Randolph Crescent","Sunderland","Bristol","WD1 1AA","AD00688"
3012693211,1034,"The Buttermarket","Chipping Norton Street","Crawley","Rutland","OX1 2AA","AD00689"
4882591847,1002,"The Lace House","Addison Road","Chester","Herefordshire","CV1 2AA","AD00690"
3310361985,919,"Quayside Quays","Gillespie Road","York","Hampshire","BS1 1AA","AD00691"
9179563120,1277,"Victoria Street","Thornhill Road","York","Worcestershire","CA1 3AA","AD00692"
5941436157,684,"Blackburn Mall","Barnsbury Road","Middlesbrough","Staffordshire","NN1 2AA","AD00693"
8038664205,239,"Gunwharf Quays","Wimbledon Park Road","Ipswich","Cumbria","WD1 1AA","AD00694"
8112123187,202,"The Strand","Wilton Road","Rochdale","Hampshire","OL1 2AA","AD00695"
6818955193,165,"Cathedral Quarter","The Boltons","Crawley","West Sussex","LN1 1AA","AD00696"
1925522903,1364,"XYZ Apartments","Sutherland Avenue","Ipswich","Berkshire","NE1 2AA","AD00697"
2216140244,1175,"The Sands","Lauderdale Road","Crawley","East Riding of Yorkshire","B1 2AA","AD00698"
5212791359,158,"Lace Market Wohnungen","Randolph Crescent","Exeter","Warwickshire","WF1 1AA","AD00699"
1685808158,416,"Princesshay","Highbury Fields","Swindon","Gloucestershire","NG1 2AA","AD00700"
9424801114,1437,"The Promenade Apartments","Lyttelton Road","Middlesbrough","Norfolk","BN1 2AA","AD00701"
2548163334,13,"XYZ Apartments","Wilton Road","Plymouth","Cumbria","MK1 2AA","AD00702"
4242066910,1441,"Pride Park","Highbury Fields","Doncaster","Shropshire","LU1 2AA","AD00703"
287379906,743,"St. Annes Way","Alverstone Street","Norwich","East Riding of Yorkshire","DY1 1AA","AD00704"
1802463488,1305,"Market Square","Askew Road","Oxford","Dorset","MK1 1AA","AD00705"
7262401106,469,"Rochdale Exchange","Fitzroy Square","Exeter","Hertfordshire","S1 3AA","AD00706"
1662182716,1439,"Transporter Bridge Apartments","Barons Court Road","Blackburn","Isle of Wight","DY1 3AA","AD00707"
9768491574,219,"The Deep","Notting Hill Gate","Oxford","Rutland","S1 3AA","AD00708"
11296798,501,"Manchester One","Park Avenue Road","Sheffield","Berkshire","LE1 2AA","AD00709"
8613595812,1454,"The Oracle Centre","Weltjie Road","Ipswich","Durham","LN1 2AA","AD00710"
1599542846,82,"The Triangle","Addison Road","Wolverhampton","Leicestershire","CA1 1AA","AD00711"
4710710058,752,"Chapelfield Road","Askew Road","Chester","City of London","PL1 2AA","AD00712"
5402691924,276,"Cathedral Green","Lauderdale Road","Milton Keynes","Lancashire","BN1 1AA","AD00713"
5254577711,1385,"Kings Walk","Wimbledon Park Road","Birmingham","Bristol","BS1 2AA","AD00714"
5755719683,622,"Bournville Wharf","Wilton Road","Newcastle upon Tyne","Berkshire","SO1 3AA","AD00715"
6553694346,106,"Abington Street","Sutherland Avenue","Cambridge","Bedfordshire","OL1 1AA","AD00716"
9068742434,686,"The Close","Weltjie Road","Nottingham","Isle of Wight","NG1 3AA","AD00717"
4093609667,1369,"Grand Arcade","Addison Road","Sunderland","Nottinghamshire","PE1 1AA","AD00718"
9792358935,162,"The Harlequin","Barnsbury Road","Swindon","Lancashire","CB1 1AA","AD00719"
3638541363,684,"Kemp Town","Barnsbury Road","Milton Keynes","Warwickshire","CV1 3AA","AD00720"
3939402214,1431,"St. Annes Way","Elgin Avenue","Middlesbrough","West Midlands","NE1 2AA","AD00721"
9154669391,1107,"Brayford Pool","Sutherland Avenue","Leeds","Durham","MK1 1AA","AD00722"
177010223,81,"Friar Street","Elgin Avenue","Crawley","City of London","OL1 3AA","AD00723"
1897301472,347,"Rivergate","Notting Hill Gate","Leicester","North Yorkshire","BD1 1AA","AD00724"
9143075037,254,"City Walls","Thornhill Road","Bradford","West Midlands","CH1 3AA","AD00725"
9857227562,862,"The Grafton","Church Street","Birmingham","Leicestershire","BD1 3AA","AD00726"
3442571243,645,"Tombland","Bramerton Street","Leeds","Lancashire","SN1 2AA","AD00727"
8985425404,204,"Leopold Square","Marylebone High Street","Gloucester","Somerset","S1 1AA","AD00728"
4507079209,340,"Moda Living","Lyttelton Road","Carlisle","Cumbria","M1 1AA","AD00729"
2259703283,244,"Edgbaston Park","Lauderdale Road","Stoke-on-Trent","West Midlands","ST1 1AA","AD00730"
7324306438,904,"The Wave","Thornhill Road","Stoke-on-Trent","Buckinghamshire","BD1 1AA","AD00731"
6829648157,800,"The Waterfront","Askew Road","Luton","Bedfordshire","BS1 3AA","AD00732"
4682722018,829,"Frenchgate Shopping Centre","Sutherland Avenue","Stoke-on-Trent","Norfolk","DY1 2AA","AD00733"
8683427013,642,"The Landmark","Lauderdale Road","Sheffield","Cheshire","BD1 3AA","AD00734"
7400326511,541,"Brindleyplace","Barons Court Road","Kingston upon Hull","Buckinghamshire","SN1 2AA","AD00735"
7256952937,1272,"Waterdale","Bloomsbury Square","Crawley","Bristol","WF1 2AA","AD00736"
4271630284,758,"The Broadway","Alverstone Street","Blackpool","Gloucestershire","LS1 1AA","AD00737"
4296412272,842,"The Silk Mill","Barnsbury Road","York","West Midlands","SP1 3AA","AD00738"
636120732,751,"St. Annes Way","Barons Court Road","Norwich","East Riding of Yorkshire","BD1 3AA","AD00739"
5087316786,501,"The Custard Factory","Thornhill Road","Derby","Gloucestershire","WV1 3AA","AD00740"
1583557857,562,"The Silk Mill","Elgin Avenue","Leicester","Merseyside","NN1 3AA","AD00741"
9322937386,849,"Leopold Square","Wimbledon Park Road","Chester","Greater Manchester","SN1 2AA","AD00742"
9722869752,243,"The Lansdowne","Gillespie Road","Oxford","Lancashire","EX1 1AA","AD00743"
1524700991,79,"The BH1 Apartments","Fitzroy Square","Wolverhampton","Northamptonshire","DY1 3AA","AD00744"
391396188,1052,"Fossgate","Elgin Avenue","Kingston upon Hull","Tyne and Wear","LN1 2AA","AD00745"
604779615,909,"Hampton","Barons Court Road","Wolverhampton","Durham","NE1 1AA","AD00746"
7370061108,871,"Etruria Works","Alverstone Street","Leicester","Cornwall","SR1 1AA","AD00747"
1467404039,847,"Rochdale Exchange","Askew Road","Leicester","Oxfordshire","S1 2AA","AD00748"
9018909777,643,"The Wave","Fitzroy Square","Northampton","Lincolnshire","MK1 3AA","AD00749"
9142421322,464,"Velocity Apartments","Fitzroy Square","Blackburn","Bristol","LS1 2AA","AD00750"
